
==========

Using device:  cuda
Model: vit_base
Learning Rate: 0.0003
LR Scheduler: cosinealr
Epochs: 5
Batch Size: 128

==========Starting Training========

Epoch [1/5] - Batch [1/250] Loss: 3.86, CurLR: 0.0003
Epoch [1/5] - Batch [52/250] Loss: 3.54, CurLR: 0.0003
Epoch [1/5] - Batch [53/250] Loss: 3.51, CurLR: 0.0003
Epoch [1/5] - Batch [54/250] Loss: 3.41, CurLR: 0.0003
Epoch [1/5] - Batch [55/250] Loss: 3.05, CurLR: 0.0003
Epoch [1/5] - Batch [56/250] Loss: 3.30, CurLR: 0.0003
Epoch [1/5] - Batch [57/250] Loss: 2.94, CurLR: 0.0003
Epoch [1/5] - Batch [58/250] Loss: 2.91, CurLR: 0.0003
Epoch [1/5] - Batch [59/250] Loss: 3.06, CurLR: 0.0003
Epoch [1/5] - Batch [60/250] Loss: 2.96, CurLR: 0.0003
Epoch [1/5] - Batch [61/250] Loss: 2.93, CurLR: 0.0003
Epoch [1/5] - Batch [62/250] Loss: 3.34, CurLR: 0.0003
Epoch [1/5] - Batch [63/250] Loss: 3.38, CurLR: 0.0003
Epoch [1/5] - Batch [64/250] Loss: 3.33, CurLR: 0.0003
Epoch [1/5] - Batch [65/250] Loss: 3.38, CurLR: 0.0003
Epoch [1/5] - Batch [66/250] Loss: 2.97, CurLR: 0.0003
Epoch [1/5] - Batch [67/250] Loss: 2.84, CurLR: 0.0003
Epoch [1/5] - Batch [68/250] Loss: 2.85, CurLR: 0.0003
Epoch [1/5] - Batch [69/250] Loss: 3.28, CurLR: 0.0003
Epoch [1/5] - Batch [70/250] Loss: 3.28, CurLR: 0.0003
Epoch [1/5] - Batch [71/250] Loss: 3.43, CurLR: 0.0003
Epoch [1/5] - Batch [72/250] Loss: 2.78, CurLR: 0.0003
Epoch [1/5] - Batch [73/250] Loss: 3.24, CurLR: 0.0003
Epoch [1/5] - Batch [74/250] Loss: 3.05, CurLR: 0.0003
Epoch [1/5] - Batch [75/250] Loss: 3.29, CurLR: 0.0003
Epoch [1/5] - Batch [76/250] Loss: 3.43, CurLR: 0.0003
Epoch [1/5] - Batch [77/250] Loss: 3.36, CurLR: 0.0003
Epoch [1/5] - Batch [78/250] Loss: 2.69, CurLR: 0.0003
Epoch [1/5] - Batch [79/250] Loss: 3.33, CurLR: 0.0003
Epoch [1/5] - Batch [80/250] Loss: 2.85, CurLR: 0.0003
Epoch [1/5] - Batch [81/250] Loss: 3.31, CurLR: 0.0003
Epoch [1/5] - Batch [82/250] Loss: 3.22, CurLR: 0.0003
Epoch [1/5] - Batch [83/250] Loss: 2.79, CurLR: 0.0003
Epoch [1/5] - Batch [84/250] Loss: 3.43, CurLR: 0.0003
Epoch [1/5] - Batch [85/250] Loss: 2.63, CurLR: 0.0003
Epoch [1/5] - Batch [86/250] Loss: 3.29, CurLR: 0.0003
Epoch [1/5] - Batch [87/250] Loss: 3.32, CurLR: 0.0003
Epoch [1/5] - Batch [88/250] Loss: 2.53, CurLR: 0.0003
Epoch [1/5] - Batch [89/250] Loss: 2.65, CurLR: 0.0003
Epoch [1/5] - Batch [90/250] Loss: 2.61, CurLR: 0.0003
Epoch [1/5] - Batch [91/250] Loss: 2.62, CurLR: 0.0003
Epoch [1/5] - Batch [92/250] Loss: 3.30, CurLR: 0.0003
Epoch [1/5] - Batch [93/250] Loss: 2.62, CurLR: 0.0003
Epoch [1/5] - Batch [94/250] Loss: 3.32, CurLR: 0.0003
Epoch [1/5] - Batch [95/250] Loss: 2.73, CurLR: 0.0003
Epoch [1/5] - Batch [96/250] Loss: 2.79, CurLR: 0.0003
Epoch [1/5] - Batch [97/250] Loss: 3.12, CurLR: 0.0003
Epoch [1/5] - Batch [98/250] Loss: 3.22, CurLR: 0.0003
Epoch [1/5] - Batch [99/250] Loss: 2.62, CurLR: 0.0003
Epoch [1/5] - Batch [100/250] Loss: 2.97, CurLR: 0.0003
Epoch [1/5] - Batch [101/250] Loss: 3.36, CurLR: 0.0003
Epoch [1/5] - Batch [102/250] Loss: 2.62, CurLR: 0.0003
Epoch [1/5] - Batch [103/250] Loss: 2.75, CurLR: 0.0003
Epoch [1/5] - Batch [104/250] Loss: 2.77, CurLR: 0.0003
Epoch [1/5] - Batch [105/250] Loss: 2.60, CurLR: 0.0003
Epoch [1/5] - Batch [106/250] Loss: 3.24, CurLR: 0.0003
Epoch [1/5] - Batch [107/250] Loss: 2.54, CurLR: 0.0003
Epoch [1/5] - Batch [108/250] Loss: 2.95, CurLR: 0.0003
Epoch [1/5] - Batch [109/250] Loss: 3.22, CurLR: 0.0003
Epoch [1/5] - Batch [110/250] Loss: 2.87, CurLR: 0.0003
Epoch [1/5] - Batch [111/250] Loss: 2.74, CurLR: 0.0003
Epoch [1/5] - Batch [112/250] Loss: 3.35, CurLR: 0.0003
Epoch [1/5] - Batch [113/250] Loss: 2.53, CurLR: 0.0003
Epoch [1/5] - Batch [114/250] Loss: 3.26, CurLR: 0.0003
Epoch [1/5] - Batch [115/250] Loss: 3.19, CurLR: 0.0003
Epoch [1/5] - Batch [116/250] Loss: 2.83, CurLR: 0.0003
Epoch [1/5] - Batch [117/250] Loss: 3.17, CurLR: 0.0003
Epoch [1/5] - Batch [118/250] Loss: 2.74, CurLR: 0.0003
Epoch [1/5] - Batch [119/250] Loss: 2.42, CurLR: 0.0003
Epoch [1/5] - Batch [120/250] Loss: 2.59, CurLR: 0.0003
Epoch [1/5] - Batch [121/250] Loss: 2.65, CurLR: 0.0003
Epoch [1/5] - Batch [122/250] Loss: 3.43, CurLR: 0.0003
Epoch [1/5] - Batch [123/250] Loss: 3.21, CurLR: 0.0003
Epoch [1/5] - Batch [124/250] Loss: 2.48, CurLR: 0.0003
Epoch [1/5] - Batch [125/250] Loss: 3.23, CurLR: 0.0003
Epoch [1/5] - Batch [126/250] Loss: 2.44, CurLR: 0.0003
Epoch [1/5] - Batch [127/250] Loss: 2.39, CurLR: 0.0003
Epoch [1/5] - Batch [128/250] Loss: 2.41, CurLR: 0.0003
Epoch [1/5] - Batch [129/250] Loss: 2.47, CurLR: 0.0003
Epoch [1/5] - Batch [130/250] Loss: 3.27, CurLR: 0.0003
Epoch [1/5] - Batch [131/250] Loss: 2.30, CurLR: 0.0003
Epoch [1/5] - Batch [132/250] Loss: 2.92, CurLR: 0.0003
Epoch [1/5] - Batch [133/250] Loss: 2.49, CurLR: 0.0003
Epoch [1/5] - Batch [134/250] Loss: 3.31, CurLR: 0.0003
Epoch [1/5] - Batch [135/250] Loss: 2.97, CurLR: 0.0003
Epoch [1/5] - Batch [136/250] Loss: 2.64, CurLR: 0.0003
Epoch [1/5] - Batch [137/250] Loss: 2.49, CurLR: 0.0003
Epoch [1/5] - Batch [138/250] Loss: 2.73, CurLR: 0.0003
Epoch [1/5] - Batch [139/250] Loss: 2.21, CurLR: 0.0003
Epoch [1/5] - Batch [140/250] Loss: 2.39, CurLR: 0.0003
Epoch [1/5] - Batch [141/250] Loss: 2.49, CurLR: 0.0003
Epoch [1/5] - Batch [142/250] Loss: 2.25, CurLR: 0.0003
Epoch [1/5] - Batch [143/250] Loss: 3.22, CurLR: 0.0003
Epoch [1/5] - Batch [144/250] Loss: 3.00, CurLR: 0.0003
Epoch [1/5] - Batch [145/250] Loss: 2.38, CurLR: 0.0003
Epoch [1/5] - Batch [146/250] Loss: 2.30, CurLR: 0.0003
Epoch [1/5] - Batch [147/250] Loss: 2.81, CurLR: 0.0003
Epoch [1/5] - Batch [148/250] Loss: 2.74, CurLR: 0.0003
Epoch [1/5] - Batch [149/250] Loss: 3.18, CurLR: 0.0003
Epoch [1/5] - Batch [150/250] Loss: 2.73, CurLR: 0.0003
Epoch [1/5] - Batch [151/250] Loss: 3.16, CurLR: 0.0003
Epoch [1/5] - Batch [152/250] Loss: 3.20, CurLR: 0.0003
Epoch [1/5] - Batch [153/250] Loss: 2.40, CurLR: 0.0003
Epoch [1/5] - Batch [154/250] Loss: 2.28, CurLR: 0.0003
Epoch [1/5] - Batch [155/250] Loss: 3.11, CurLR: 0.0003
Epoch [1/5] - Batch [156/250] Loss: 3.31, CurLR: 0.0003
Epoch [1/5] - Batch [157/250] Loss: 2.23, CurLR: 0.0003
Epoch [1/5] - Batch [158/250] Loss: 3.11, CurLR: 0.0003
Epoch [1/5] - Batch [159/250] Loss: 2.27, CurLR: 0.0003
Epoch [1/5] - Batch [160/250] Loss: 2.38, CurLR: 0.0003
Epoch [1/5] - Batch [161/250] Loss: 3.23, CurLR: 0.0003
Epoch [1/5] - Batch [162/250] Loss: 2.53, CurLR: 0.0003
Epoch [1/5] - Batch [163/250] Loss: 2.30, CurLR: 0.0003
Epoch [1/5] - Batch [164/250] Loss: 2.26, CurLR: 0.0003
Epoch [1/5] - Batch [165/250] Loss: 2.43, CurLR: 0.0003
Epoch [1/5] - Batch [166/250] Loss: 2.54, CurLR: 0.0003
Epoch [1/5] - Batch [167/250] Loss: 2.18, CurLR: 0.0003
Epoch [1/5] - Batch [168/250] Loss: 3.11, CurLR: 0.0003
Epoch [1/5] - Batch [169/250] Loss: 2.20, CurLR: 0.0003
Epoch [1/5] - Batch [170/250] Loss: 3.14, CurLR: 0.0003
Epoch [1/5] - Batch [171/250] Loss: 2.17, CurLR: 0.0003
Epoch [1/5] - Batch [172/250] Loss: 3.09, CurLR: 0.0003
Epoch [1/5] - Batch [173/250] Loss: 2.13, CurLR: 0.0003
Epoch [1/5] - Batch [174/250] Loss: 2.89, CurLR: 0.0003
Epoch [1/5] - Batch [175/250] Loss: 2.19, CurLR: 0.0003
Epoch [1/5] - Batch [176/250] Loss: 2.96, CurLR: 0.0003
Epoch [1/5] - Batch [177/250] Loss: 2.04, CurLR: 0.0003
Epoch [1/5] - Batch [178/250] Loss: 2.25, CurLR: 0.0003
Epoch [1/5] - Batch [179/250] Loss: 2.79, CurLR: 0.0003
Epoch [1/5] - Batch [180/250] Loss: 2.28, CurLR: 0.0003
Epoch [1/5] - Batch [181/250] Loss: 2.21, CurLR: 0.0003
Epoch [1/5] - Batch [182/250] Loss: 3.38, CurLR: 0.0003
Epoch [1/5] - Batch [183/250] Loss: 2.30, CurLR: 0.0003
Epoch [1/5] - Batch [184/250] Loss: 2.09, CurLR: 0.0003
Epoch [1/5] - Batch [185/250] Loss: 2.39, CurLR: 0.0003
Epoch [1/5] - Batch [186/250] Loss: 2.22, CurLR: 0.0003
Epoch [1/5] - Batch [187/250] Loss: 3.13, CurLR: 0.0003
Epoch [1/5] - Batch [188/250] Loss: 2.17, CurLR: 0.0003
Epoch [1/5] - Batch [189/250] Loss: 3.14, CurLR: 0.0003
Epoch [1/5] - Batch [190/250] Loss: 2.37, CurLR: 0.0003
Epoch [1/5] - Batch [191/250] Loss: 3.03, CurLR: 0.0003
Epoch [1/5] - Batch [192/250] Loss: 3.25, CurLR: 0.0003
Epoch [1/5] - Batch [193/250] Loss: 2.77, CurLR: 0.0003
Epoch [1/5] - Batch [194/250] Loss: 2.37, CurLR: 0.0003
Epoch [1/5] - Batch [195/250] Loss: 2.95, CurLR: 0.0003
Epoch [1/5] - Batch [196/250] Loss: 3.11, CurLR: 0.0003
Epoch [1/5] - Batch [197/250] Loss: 2.09, CurLR: 0.0003
Epoch [1/5] - Batch [198/250] Loss: 2.33, CurLR: 0.0003
Epoch [1/5] - Batch [199/250] Loss: 2.05, CurLR: 0.0003
Epoch [1/5] - Batch [200/250] Loss: 2.25, CurLR: 0.0003
Epoch [1/5] - Batch [201/250] Loss: 2.95, CurLR: 0.0003
Epoch [1/5] - Batch [202/250] Loss: 2.24, CurLR: 0.0003
Epoch [1/5] - Batch [203/250] Loss: 2.45, CurLR: 0.0003
Epoch [1/5] - Batch [204/250] Loss: 2.22, CurLR: 0.0003
Epoch [1/5] - Batch [205/250] Loss: 2.95, CurLR: 0.0003
Epoch [1/5] - Batch [206/250] Loss: 2.32, CurLR: 0.0003
Epoch [1/5] - Batch [207/250] Loss: 2.07, CurLR: 0.0003
Epoch [1/5] - Batch [208/250] Loss: 3.15, CurLR: 0.0003
Epoch [1/5] - Batch [209/250] Loss: 3.21, CurLR: 0.0003
Epoch [1/5] - Batch [210/250] Loss: 2.12, CurLR: 0.0003
Epoch [1/5] - Batch [211/250] Loss: 2.10, CurLR: 0.0003
Epoch [1/5] - Batch [212/250] Loss: 3.09, CurLR: 0.0003
Epoch [1/5] - Batch [213/250] Loss: 2.20, CurLR: 0.0003
Epoch [1/5] - Batch [214/250] Loss: 2.89, CurLR: 0.0003
Epoch [1/5] - Batch [215/250] Loss: 2.07, CurLR: 0.0003
Epoch [1/5] - Batch [216/250] Loss: 3.03, CurLR: 0.0003
Epoch [1/5] - Batch [217/250] Loss: 2.26, CurLR: 0.0003
Epoch [1/5] - Batch [218/250] Loss: 2.17, CurLR: 0.0003
Epoch [1/5] - Batch [219/250] Loss: 2.20, CurLR: 0.0003
Epoch [1/5] - Batch [220/250] Loss: 2.35, CurLR: 0.0003
Epoch [1/5] - Batch [221/250] Loss: 2.72, CurLR: 0.0003
Epoch [1/5] - Batch [222/250] Loss: 3.29, CurLR: 0.0003
Epoch [1/5] - Batch [223/250] Loss: 1.88, CurLR: 0.0003
Epoch [1/5] - Batch [224/250] Loss: 3.19, CurLR: 0.0003
Epoch [1/5] - Batch [225/250] Loss: 3.32, CurLR: 0.0003
Epoch [1/5] - Batch [226/250] Loss: 3.20, CurLR: 0.0003
Epoch [1/5] - Batch [227/250] Loss: 3.29, CurLR: 0.0003
Epoch [1/5] - Batch [228/250] Loss: 2.93, CurLR: 0.0003
Epoch [1/5] - Batch [229/250] Loss: 3.21, CurLR: 0.0003
Epoch [1/5] - Batch [230/250] Loss: 2.38, CurLR: 0.0003
Epoch [1/5] - Batch [231/250] Loss: 3.14, CurLR: 0.0003
Epoch [1/5] - Batch [232/250] Loss: 3.21, CurLR: 0.0003
Epoch [1/5] - Batch [233/250] Loss: 2.57, CurLR: 0.0003
Epoch [1/5] - Batch [234/250] Loss: 2.23, CurLR: 0.0003
Epoch [1/5] - Batch [235/250] Loss: 1.98, CurLR: 0.0003
Epoch [1/5] - Batch [236/250] Loss: 3.20, CurLR: 0.0003
Epoch [1/5] - Batch [237/250] Loss: 3.26, CurLR: 0.0003
Epoch [1/5] - Batch [238/250] Loss: 2.21, CurLR: 0.0003
Epoch [1/5] - Batch [239/250] Loss: 2.16, CurLR: 0.0003
Epoch [1/5] - Batch [240/250] Loss: 3.33, CurLR: 0.0003
Epoch [1/5] - Batch [241/250] Loss: 3.04, CurLR: 0.0003
Epoch [1/5] - Batch [242/250] Loss: 1.94, CurLR: 0.0003
Epoch [1/5] - Batch [243/250] Loss: 2.14, CurLR: 0.0003
Epoch [1/5] - Batch [244/250] Loss: 2.37, CurLR: 0.0003
Epoch [1/5] - Batch [245/250] Loss: 3.11, CurLR: 0.0003
Epoch [1/5] - Batch [246/250] Loss: 2.11, CurLR: 0.0003
Epoch [1/5] - Batch [247/250] Loss: 3.02, CurLR: 0.0003
Epoch [1/5] - Batch [248/250] Loss: 3.19, CurLR: 0.0003
Epoch [1/5] - Batch [249/250] Loss: 1.91, CurLR: 0.0003
Epoch [1/5] - Batch [250/250] Loss: 2.44, CurLR: 0.0003
Epoch [2/5] - Batch [1/250] Loss: 2.17, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [2/250] Loss: 2.04, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [3/250] Loss: 3.00, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [4/250] Loss: 1.99, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [5/250] Loss: 2.07, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [6/250] Loss: 2.83, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [7/250] Loss: 2.50, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [8/250] Loss: 2.13, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [9/250] Loss: 2.22, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [10/250] Loss: 3.25, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [11/250] Loss: 2.24, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [12/250] Loss: 3.19, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [13/250] Loss: 2.11, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [14/250] Loss: 2.79, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [15/250] Loss: 3.05, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [16/250] Loss: 2.42, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [17/250] Loss: 2.96, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [18/250] Loss: 3.11, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [19/250] Loss: 1.97, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [20/250] Loss: 3.15, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [21/250] Loss: 2.82, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [22/250] Loss: 3.15, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [23/250] Loss: 1.92, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [24/250] Loss: 2.53, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [25/250] Loss: 3.00, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [26/250] Loss: 2.22, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [27/250] Loss: 2.00, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [28/250] Loss: 2.10, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [29/250] Loss: 2.22, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [30/250] Loss: 1.81, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [31/250] Loss: 2.80, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [32/250] Loss: 2.14, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [33/250] Loss: 2.13, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [34/250] Loss: 1.82, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [35/250] Loss: 2.15, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [36/250] Loss: 1.81, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [37/250] Loss: 1.96, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [38/250] Loss: 2.44, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [39/250] Loss: 2.81, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [40/250] Loss: 3.17, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [41/250] Loss: 2.02, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [42/250] Loss: 1.94, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [43/250] Loss: 2.68, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [44/250] Loss: 3.19, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [45/250] Loss: 3.02, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [46/250] Loss: 1.94, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [47/250] Loss: 2.10, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [48/250] Loss: 1.91, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [49/250] Loss: 3.18, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [50/250] Loss: 2.91, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [51/250] Loss: 2.69, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [52/250] Loss: 2.04, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [53/250] Loss: 2.01, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [54/250] Loss: 2.12, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [55/250] Loss: 1.87, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [56/250] Loss: 3.20, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [57/250] Loss: 2.37, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [58/250] Loss: 2.01, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [59/250] Loss: 3.28, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [60/250] Loss: 2.62, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [61/250] Loss: 1.83, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [62/250] Loss: 3.17, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [63/250] Loss: 2.69, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [64/250] Loss: 3.02, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [65/250] Loss: 2.00, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [66/250] Loss: 2.51, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [67/250] Loss: 2.36, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [68/250] Loss: 3.07, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [69/250] Loss: 2.04, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [70/250] Loss: 2.05, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [71/250] Loss: 3.10, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [72/250] Loss: 2.35, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [73/250] Loss: 2.77, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [74/250] Loss: 2.86, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [75/250] Loss: 1.89, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [76/250] Loss: 3.09, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [77/250] Loss: 2.33, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [78/250] Loss: 2.84, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [79/250] Loss: 3.08, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [80/250] Loss: 2.77, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [81/250] Loss: 2.51, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [82/250] Loss: 3.19, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [83/250] Loss: 2.16, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [84/250] Loss: 1.97, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [85/250] Loss: 2.89, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [86/250] Loss: 2.18, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [87/250] Loss: 3.11, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [88/250] Loss: 1.89, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [89/250] Loss: 2.97, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [90/250] Loss: 2.00, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [91/250] Loss: 2.24, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [92/250] Loss: 2.71, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [93/250] Loss: 2.56, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [94/250] Loss: 3.34, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [95/250] Loss: 2.18, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [96/250] Loss: 3.20, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [97/250] Loss: 2.35, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [98/250] Loss: 1.89, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [99/250] Loss: 2.06, CurLR: 0.0002931479122813215
Epoch [2/5] - Batch [100/250] Loss: 2.14, CurLR: 0.0002931479122813215
